Order,Area,Mean,Min,Max,X,Y,name_file
1,0.046,89.400,9,179,20.096,3.332,phen0906_b1.csv
2,0.043,108.357,11,212,39.090,6.016,phen0906_b1.csv
3,0.043,77.714,8,182,34.080,6.650,phen0906_b1.csv
4,0.037,103.167,7,215,21.407,6.885,phen0906_b1.csv
5,0.043,52.143,0,201,4.036,7.497,phen0906_b1.csv
6,0.043,52.571,0,167,33.435,8.705,phen0906_b1.csv
7,0.049,99.938,1,211,18.804,9.353,phen0906_b1.csv
8,0.037,88.500,6,192,13.820,10.115,phen0906_b1.csv
9,0.040,114.231,15,213,10.580,11.838,phen0906_b1.csv
10,0.034,93.909,7,210,8.385,12.095,phen0906_b1.csv
11,0.040,87.923,0,193,24.804,13.237,phen0906_b1.csv
12,0.043,105.500,0,213,4.749,13.600,phen0906_b1.csv
13,0.043,95.714,4,218,26.892,13.557,phen0906_b1.csv
14,0.049,82.875,3,209,1.830,14.541,phen0906_b1.csv
15,0.043,48.429,0,198,29.748,14.527,phen0906_b1.csv
16,0.049,80.062,0,207,4.637,15.504,phen0906_b1.csv
17,0.043,42.714,2,193,36.381,15.648,phen0906_b1.csv
18,0.040,59.692,0,205,11.574,15.766,phen0906_b1.csv
19,0.031,95.300,2,210,13.574,15.897,phen0906_b1.csv
20,0.046,85.467,1,206,35.130,16.119,phen0906_b1.csv
21,0.034,88.000,6,198,2.054,16.647,phen0906_b1.csv
22,0.037,140.167,16,218,8.493,17.096,phen0906_b1.csv
23,0.034,28.636,1,189,15.815,17.085,phen0906_b1.csv
24,0.046,79.133,1,209,30.465,17.490,phen0906_b1.csv
25,0.040,96.769,4,213,2.203,17.677,phen0906_b1.csv
26,0.034,79.727,0,214,8.562,17.746,phen0906_b1.csv
27,0.037,44.333,0,213,34.544,17.715,phen0906_b1.csv
28,0.046,64.267,0,174,3.739,18.126,phen0906_b1.csv
29,0.034,76.818,1,208,27.051,18.149,phen0906_b1.csv
30,0.046,35.600,0,213,33.544,18.155,phen0906_b1.csv
31,0.052,49.059,1,210,31.258,18.397,phen0906_b1.csv
32,0.049,75.500,1,183,41.371,19.001,phen0906_b1.csv
33,0.046,71.933,1,215,10.907,19.091,phen0906_b1.csv
34,0.037,84.750,5,213,13.668,19.129,phen0906_b1.csv
35,0.046,101.333,0,217,29.722,19.231,phen0906_b1.csv
36,0.043,91.286,1,205,33.459,19.941,phen0906_b1.csv
37,0.055,46.000,0,200,36.706,19.933,phen0906_b1.csv
38,0.040,86.385,2,201,10.750,20.496,phen0906_b1.csv
39,0.049,86.125,3,183,37.379,20.692,phen0906_b1.csv
40,0.046,85.800,3,187,3.913,20.872,phen0906_b1.csv
41,0.040,52.077,1,173,8.622,21.021,phen0906_b1.csv
42,0.046,66.133,1,196,17.379,21.190,phen0906_b1.csv
43,0.049,61.750,0,153,31.976,21.132,phen0906_b1.csv
44,0.049,79.250,0,216,37.198,21.320,phen0906_b1.csv
45,0.049,56.000,0,204,15.664,21.285,phen0906_b1.csv
46,0.037,43.917,2,218,23.981,21.458,phen0906_b1.csv
47,0.046,81.267,0,210,41.077,21.464,phen0906_b1.csv
48,0.040,72.077,0,217,3.133,21.985,phen0906_b1.csv
49,0.031,39.500,3,144,15.908,22.035,phen0906_b1.csv
50,0.049,74.062,0,205,11.374,22.106,phen0906_b1.csv
51,0.049,61.562,0,191,16.808,22.106,phen0906_b1.csv
52,0.037,66.167,2,217,10.276,22.576,phen0906_b1.csv
53,0.055,98.556,1,203,42.319,22.573,phen0906_b1.csv
54,0.046,86.133,5,197,17.497,22.905,phen0906_b1.csv
55,0.043,114.357,5,216,1.153,23.034,phen0906_b1.csv
56,0.043,95.286,0,186,35.459,23.343,phen0906_b1.csv
57,0.043,83.643,2,214,25.541,23.747,phen0906_b1.csv
58,0.046,73.533,1,180,14.551,23.907,phen0906_b1.csv
59,0.037,77.083,0,212,12.554,23.916,phen0906_b1.csv
60,0.055,87.056,2,216,32.012,23.944,phen0906_b1.csv
61,0.040,79.077,0,216,35.092,24.011,phen0906_b1.csv
62,0.049,101.312,3,215,40.033,24.064,phen0906_b1.csv
63,0.043,67.786,3,175,27.201,24.155,phen0906_b1.csv
64,0.049,77.562,2,216,10.355,24.158,phen0906_b1.csv
65,0.040,65.462,2,207,12.883,24.484,phen0906_b1.csv
66,0.043,84.571,2,216,13.196,24.480,phen0906_b1.csv
67,0.043,63.143,1,213,9.565,24.508,phen0906_b1.csv
68,0.046,85.600,3,210,2.833,24.584,phen0906_b1.csv
69,0.046,70.067,0,217,20.595,24.831,phen0906_b1.csv
70,0.058,74.053,0,208,32.505,24.854,phen0906_b1.csv
71,0.043,49.214,0,211,30.682,25.229,phen0906_b1.csv
72,0.040,79.231,11,209,10.563,25.256,phen0906_b1.csv
73,0.046,85.467,1,215,23.183,25.290,phen0906_b1.csv
74,0.037,87.667,0,190,9.750,25.469,phen0906_b1.csv
75,0.065,87.476,0,218,40.016,25.771,phen0906_b1.csv
76,0.043,58.786,1,204,25.141,26.242,phen0906_b1.csv
77,0.046,66.600,2,181,21.371,26.325,phen0906_b1.csv
78,0.049,92.062,1,214,40.605,27.308,phen0906_b1.csv
79,0.055,78.000,1,214,26.969,27.397,phen0906_b1.csv
80,0.043,63.786,0,206,15.157,27.510,phen0906_b1.csv
81,0.043,75.929,0,210,1.382,27.870,phen0906_b1.csv
82,0.046,71.667,0,216,29.245,28.066,phen0906_b1.csv
83,0.034,54.364,2,213,16.743,28.235,phen0906_b1.csv
84,0.052,71.882,1,211,42.259,28.658,phen0906_b1.csv
85,0.046,45.400,1,164,32.165,28.727,phen0906_b1.csv
86,0.043,60.214,3,189,18.044,28.849,phen0906_b1.csv
87,0.049,49.125,0,216,38.349,28.746,phen0906_b1.csv
88,0.046,41.933,1,179,28.923,28.949,phen0906_b1.csv
89,0.046,59.600,0,193,3.421,29.115,phen0906_b1.csv
90,0.043,42.786,0,198,12.016,29.454,phen0906_b1.csv
91,0.046,92.600,3,189,20.676,29.663,phen0906_b1.csv
92,0.055,78.444,2,211,35.798,29.797,phen0906_b1.csv
93,0.055,72.944,0,190,2.196,30.240,phen0906_b1.csv
94,0.058,64.895,4,208,19.315,30.486,phen0906_b1.csv
95,0.049,72.375,1,202,24.189,30.628,phen0906_b1.csv
96,0.052,64.059,1,218,28.228,30.667,phen0906_b1.csv
97,0.055,78.944,0,217,19.099,31.571,phen0906_b1.csv
98,0.049,110.125,2,215,3.011,32.544,phen0906_b1.csv
99,0.052,46.882,0,217,23.113,32.967,phen0906_b1.csv
100,0.043,39.714,0,162,12.622,33.467,phen0906_b1.csv
101,0.046,82.733,0,215,25.097,37.425,phen0906_b1.csv
102,0.049,65.312,1,207,17.764,39.749,phen0906_b1.csv
1,0.075,120.778,2,211,46.209,2.089,phen1708_b1.csv
2,0.038,141.889,42,221,32.540,3.743,phen1708_b1.csv
3,0.046,107.364,2,222,25.530,7.063,phen1708_b1.csv
4,0.038,105.333,3,196,29.499,9.322,phen1708_b1.csv
5,0.038,60.222,0,180,41.118,9.330,phen1708_b1.csv
6,0.021,189.600,159,221,42.161,10.400,phen1708_b1.csv
7,0.059,104.071,21,220,21.448,11.690,phen1708_b1.csv
8,0.071,112.765,9,215,45.146,11.654,phen1708_b1.csv
9,0.059,94.143,1,198,24.638,11.991,phen1708_b1.csv
10,0.046,97.273,1,203,6.304,12.087,phen1708_b1.csv
11,0.042,74.300,1,209,39.696,12.923,phen1708_b1.csv
12,0.050,84.667,1,179,41.158,12.910,phen1708_b1.csv
13,0.038,164.889,89,215,28.693,13.047,phen1708_b1.csv
14,0.054,124.615,9,215,6.738,13.334,phen1708_b1.csv
15,0.046,159.818,132,204,6.315,14.034,phen1708_b1.csv
16,0.050,109.000,0,213,21.226,14.464,phen1708_b1.csv
17,0.063,107.133,8,220,44.189,14.472,phen1708_b1.csv
18,0.046,106.182,5,194,36.343,14.552,phen1708_b1.csv
19,0.054,139.923,62,210,9.675,14.787,phen1708_b1.csv
20,0.054,122.000,1,222,17.301,14.747,phen1708_b1.csv
21,0.046,209.455,16,254,18.129,14.864,phen1708_b1.csv
22,0.046,99.818,0,216,43.291,15.064,phen1708_b1.csv
23,0.042,106.000,17,178,27.523,15.272,phen1708_b1.csv
24,0.050,115.417,10,202,11.557,15.359,phen1708_b1.csv
25,0.059,167.500,2,254,22.738,15.374,phen1708_b1.csv
26,0.050,112.167,15,198,38.996,16.917,phen1708_b1.csv
27,0.054,82.462,2,181,36.232,17.027,phen1708_b1.csv
28,0.046,144.000,68,203,33.742,17.482,phen1708_b1.csv
29,0.046,113.182,36,194,14.840,17.558,phen1708_b1.csv
30,0.054,108.000,0,216,27.620,17.958,phen1708_b1.csv
31,0.042,166.100,92,217,17.796,18.314,phen1708_b1.csv
32,0.046,92.364,0,213,20.558,18.252,phen1708_b1.csv
33,0.054,83.538,0,167,44.750,18.864,phen1708_b1.csv
34,0.063,112.733,1,219,42.830,19.075,phen1708_b1.csv
35,0.050,119.250,29,220,33.268,19.500,phen1708_b1.csv
36,0.034,151.625,40,221,41.935,19.414,phen1708_b1.csv
37,0.050,78.167,2,207,28.000,19.732,phen1708_b1.csv
38,0.054,102.154,2,222,37.034,19.730,phen1708_b1.csv
39,0.038,253.333,251,255,21.086,20.317,phen1708_b1.csv
40,0.054,114.308,2,201,6.066,21.079,phen1708_b1.csv
41,0.080,97.316,0,219,13.568,21.078,phen1708_b1.csv
42,0.138,209.727,53,255,27.751,21.462,phen1708_b1.csv
43,0.046,103.545,13,218,26.053,21.353,phen1708_b1.csv
44,0.059,249.214,193,255,37.488,21.180,phen1708_b1.csv
45,0.067,235.812,120,255,38.315,21.133,phen1708_b1.csv
46,0.042,198.400,79,254,30.590,21.252,phen1708_b1.csv
47,0.046,134.909,33,196,7.180,21.494,phen1708_b1.csv
48,0.092,164.045,0,254,29.068,21.514,phen1708_b1.csv
49,0.038,228.889,117,254,18.541,22.229,phen1708_b1.csv
50,0.050,88.250,0,216,36.013,22.930,phen1708_b1.csv
51,0.059,101.071,0,207,30.776,23.274,phen1708_b1.csv
52,0.054,133.923,1,254,21.916,23.524,phen1708_b1.csv
53,0.059,109.929,0,216,32.130,23.491,phen1708_b1.csv
54,0.063,109.000,0,202,39.866,23.938,phen1708_b1.csv
55,0.054,92.385,0,200,8.236,24.121,phen1708_b1.csv
56,0.059,89.000,0,219,15.790,24.221,phen1708_b1.csv
57,0.059,117.429,0,222,26.856,24.476,phen1708_b1.csv
58,0.054,117.462,0,214,42.271,24.663,phen1708_b1.csv
59,0.050,103.750,1,218,4.217,25.433,phen1708_b1.csv
60,0.059,107.000,10,218,42.156,25.733,phen1708_b1.csv
61,0.059,84.429,1,220,30.753,25.987,phen1708_b1.csv
62,0.042,97.000,32,220,38.861,26.339,phen1708_b1.csv
63,0.105,65.600,0,220,42.003,26.521,phen1708_b1.csv
64,0.050,48.333,0,220,39.093,26.840,phen1708_b1.csv
65,0.054,88.077,1,199,40.737,27.536,phen1708_b1.csv
66,0.059,103.786,0,217,35.459,28.604,phen1708_b1.csv
67,0.075,101.444,0,220,43.545,28.913,phen1708_b1.csv
68,0.054,87.385,1,211,25.500,29.422,phen1708_b1.csv
69,0.067,186.375,1,254,44.256,30.108,phen1708_b1.csv
70,0.050,87.667,0,192,6.768,30.345,phen1708_b1.csv
71,0.050,78.083,0,204,33.328,30.426,phen1708_b1.csv
72,0.050,128.333,7,212,11.390,30.723,phen1708_b1.csv
73,0.084,84.650,0,202,45.520,30.694,phen1708_b1.csv
74,0.050,82.583,0,207,8.661,30.815,phen1708_b1.csv
75,0.050,178.250,0,254,14.377,31.117,phen1708_b1.csv
76,0.050,89.833,2,215,12.722,31.624,phen1708_b1.csv
77,0.017,228.750,174,254,12.554,39.831,phen1708_b1.csv
78,0.054,126.077,26,211,5.996,40.050,phen1708_b1.csv
79,0.050,87.000,1,217,17.095,40.473,phen1708_b1.csv
80,0.054,105.923,0,207,4.562,42.828,phen1708_b1.csv
81,0.059,90.000,1,215,38.075,67.903,phen1708_b1.csv
82,0.059,141.714,54,215,16.826,83.818,phen1708_b1.csv
83,0.059,106.143,0,221,35.593,85.593,phen1708_b1.csv
84,0.042,255.000,255,255,31.949,21.317,phen1708_b1.csv
85,0.105,255.000,255,255,43.233,26.586,phen1708_b1.csv
1,0.023,204.167,185,212,0.072,0.693,phen1808_b2.csv
2,0.038,146.400,48,210,20.588,4.015,phen1808_b2.csv
3,0.046,158.833,112,205,32.219,4.080,phen1808_b2.csv
4,0.027,142.714,90,184,10.544,4.543,phen1808_b2.csv
5,0.046,146.250,20,212,13.072,4.504,phen1808_b2.csv
6,0.031,179.000,152,210,18.405,5.600,phen1808_b2.csv
7,0.042,132.818,85,210,11.138,6.591,phen1808_b2.csv
8,0.046,146.333,66,214,18.118,8.325,phen1808_b2.csv
9,0.054,117.929,0,209,13.837,8.656,phen1808_b2.csv
10,0.035,164.778,91,209,32.296,8.670,phen1808_b2.csv
11,0.042,139.000,90,185,9.096,10.658,phen1808_b2.csv
12,0.042,116.727,0,213,13.360,11.792,phen1808_b2.csv
13,0.046,98.583,2,163,3.283,11.996,phen1808_b2.csv
14,0.046,141.333,26,211,12.797,12.327,phen1808_b2.csv
15,0.058,138.067,0,212,36.056,12.445,phen1808_b2.csv
16,0.035,168.556,109,204,14.523,12.434,phen1808_b2.csv
17,0.042,110.182,0,213,26.717,12.898,phen1808_b2.csv
18,0.038,137.400,27,211,8.563,13.092,phen1808_b2.csv
19,0.038,137.500,67,214,32.513,14.023,phen1808_b2.csv
20,0.046,134.083,50,204,24.447,14.736,phen1808_b2.csv
21,0.038,83.700,0,207,38.296,14.935,phen1808_b2.csv
22,0.035,172.778,141,205,18.797,15.929,phen1808_b2.csv
23,0.054,141.571,0,209,20.139,16.031,phen1808_b2.csv
24,0.050,139.154,5,214,11.076,16.498,phen1808_b2.csv
25,0.042,127.818,59,211,41.169,16.953,phen1808_b2.csv
26,0.042,127.182,11,214,7.590,17.399,phen1808_b2.csv
27,0.038,115.200,30,187,13.216,18.100,phen1808_b2.csv
28,0.042,104.273,3,163,39.595,18.279,phen1808_b2.csv
29,0.038,127.700,59,201,42.739,19.167,phen1808_b2.csv
30,0.035,115.667,4,213,15.812,19.252,phen1808_b2.csv
31,0.050,124.923,2,213,38.501,19.266,phen1808_b2.csv
32,0.042,124.909,27,208,7.155,19.396,phen1808_b2.csv
33,0.038,167.500,131,205,41.101,19.520,phen1808_b2.csv
34,0.038,168.400,123,211,12.521,19.986,phen1808_b2.csv
35,0.035,151.222,83,205,16.391,20.142,phen1808_b2.csv
36,0.050,151.462,69,213,25.161,20.173,phen1808_b2.csv
37,0.038,150.200,68,203,14.643,20.352,phen1808_b2.csv
38,0.046,93.000,4,212,4.954,21.179,phen1808_b2.csv
39,0.050,134.846,0,212,18.149,21.314,phen1808_b2.csv
40,0.054,152.929,69,211,38.873,21.735,phen1808_b2.csv
41,0.050,146.154,37,205,29.833,22.197,phen1808_b2.csv
42,0.042,82.273,0,177,4.718,22.408,phen1808_b2.csv
43,0.046,102.500,2,169,18.366,22.710,phen1808_b2.csv
44,0.038,113.800,4,204,15.450,22.896,phen1808_b2.csv
45,0.054,124.214,3,212,12.370,23.033,phen1808_b2.csv
46,0.035,107.000,3,176,35.309,22.982,phen1808_b2.csv
47,0.035,117.222,4,198,5.705,23.120,phen1808_b2.csv
48,0.042,130.818,39,196,34.507,23.124,phen1808_b2.csv
49,0.050,131.231,0,213,18.846,23.442,phen1808_b2.csv
50,0.042,101.818,0,207,24.027,23.463,phen1808_b2.csv
51,0.035,168.111,131,211,41.534,23.589,phen1808_b2.csv
52,0.050,138.000,5,208,26.201,23.781,phen1808_b2.csv
53,0.046,130.667,0,211,15.921,23.971,phen1808_b2.csv
54,0.042,131.364,3,214,18.736,24.083,phen1808_b2.csv
55,0.042,70.545,0,188,22.436,24.247,phen1808_b2.csv
56,0.046,125.667,0,205,35.342,24.307,phen1808_b2.csv
57,0.046,157.417,69,210,33.790,25.109,phen1808_b2.csv
58,0.038,117.500,59,192,41.988,25.068,phen1808_b2.csv
59,0.042,142.636,49,202,40.374,25.725,phen1808_b2.csv
60,0.054,142.714,5,207,12.658,25.750,phen1808_b2.csv
61,0.100,103.269,0,206,25.588,25.764,phen1808_b2.csv
62,0.050,114.769,31,202,39.069,26.106,phen1808_b2.csv
63,0.054,98.429,0,197,11.169,26.184,phen1808_b2.csv
64,0.046,108.917,2,191,18.465,26.303,phen1808_b2.csv
65,0.046,122.000,0,189,7.596,26.489,phen1808_b2.csv
66,0.042,127.455,2,211,6.789,26.543,phen1808_b2.csv
67,0.042,125.636,33,204,6.490,26.627,phen1808_b2.csv
68,0.046,127.250,39,204,29.390,26.815,phen1808_b2.csv
69,0.042,122.273,46,208,41.209,26.842,phen1808_b2.csv
70,0.038,137.000,60,200,16.617,27.121,phen1808_b2.csv
71,0.038,96.400,0,200,37.837,27.134,phen1808_b2.csv
72,0.038,106.500,0,198,15.884,27.456,phen1808_b2.csv
73,0.035,96.000,0,194,9.462,27.891,phen1808_b2.csv
74,0.046,105.667,2,196,18.858,28.020,phen1808_b2.csv
75,0.042,139.909,69,205,42.726,28.105,phen1808_b2.csv
76,0.050,132.923,2,203,29.256,28.635,phen1808_b2.csv
77,0.042,110.000,0,210,9.005,29.177,phen1808_b2.csv
78,0.035,115.444,46,172,42.589,29.228,phen1808_b2.csv
79,0.081,114.143,0,213,8.464,29.542,phen1808_b2.csv
80,0.050,119.385,0,213,33.909,29.585,phen1808_b2.csv
81,0.046,142.000,77,202,9.628,30.290,phen1808_b2.csv
82,0.046,120.750,1,212,20.026,30.662,phen1808_b2.csv
83,0.042,116.273,57,198,33.802,31.236,phen1808_b2.csv
84,0.038,57.100,0,174,24.447,31.365,phen1808_b2.csv
85,0.054,114.000,0,201,36.001,31.733,phen1808_b2.csv
86,0.035,108.778,2,213,24.685,32.076,phen1808_b2.csv
87,0.038,147.200,91,209,11.560,32.824,phen1808_b2.csv
88,0.035,107.333,2,189,27.291,33.089,phen1808_b2.csv
89,0.038,117.000,1,210,35.368,34.623,phen1808_b2.csv
90,0.038,106.200,35,209,34.896,34.908,phen1808_b2.csv
91,0.042,149.455,33,207,40.701,36.183,phen1808_b2.csv
92,0.042,95.182,0,197,32.415,37.773,phen1808_b2.csv
93,0.050,84.308,0,205,32.955,38.439,phen1808_b2.csv
94,0.046,99.167,1,195,26.433,39.370,phen1808_b2.csv
95,0.042,104.727,0,197,21.477,57.206,phen1808_b2.csv
96,0.065,147.294,110,206,0.137,86.304,phen1808_b2.csv
1,0.085,93.875,88,127,33.244,4.432,phen2305_b1.csv
2,0.114,92.880,88,124,4.305,4.632,phen2305_b1.csv
3,0.194,91.125,88,129,15.927,5.247,phen2305_b1.csv
4,0.149,91.235,88,124,28.720,8.551,phen2305_b1.csv
5,0.130,92.465,88,129,42.633,8.810,phen2305_b1.csv
6,0.159,92.533,88,129,10.236,10.071,phen2305_b1.csv
7,0.183,91.967,88,129,24.574,10.390,phen2305_b1.csv
8,0.165,92.110,88,129,30.566,12.264,phen2305_b1.csv
9,0.171,91.655,88,129,23.614,12.406,phen2305_b1.csv
10,0.206,89.743,88,121,34.004,13.012,phen2305_b1.csv
11,0.117,93.286,88,127,11.716,14.364,phen2305_b1.csv
12,0.144,90.853,88,129,1.079,14.683,phen2305_b1.csv
13,0.164,90.620,88,122,34.749,14.868,phen2305_b1.csv
14,0.143,91.234,88,129,7.365,15.016,phen2305_b1.csv
15,0.132,91.563,88,128,23.625,15.798,phen2305_b1.csv
16,0.111,92.534,88,127,38.392,16.000,phen2305_b1.csv
17,0.105,91.507,88,120,42.741,16.259,phen2305_b1.csv
18,0.158,91.298,88,122,30.751,16.357,phen2305_b1.csv
19,0.118,93.731,88,129,17.029,16.494,phen2305_b1.csv
20,0.200,91.424,88,129,23.366,17.108,phen2305_b1.csv
21,0.096,92.063,88,127,42.713,17.192,phen2305_b1.csv
22,0.158,91.058,88,129,29.976,17.362,phen2305_b1.csv
