Order,Area,Mean,Min,Max,X,Y,name_file
49,0.058,110.611,1,223,38.419,20.880,phen2605_b1.csv
50,0.055,99.824,0,226,20.477,21.359,phen2605_b1.csv
51,0.058,124.111,0,222,3.920,21.551,phen2605_b1.csv
52,0.052,104.625,0,220,30.807,21.773,phen2605_b1.csv
53,0.055,127.235,0,225,37.599,21.969,phen2605_b1.csv
54,0.055,92.706,1,204,9.922,22.277,phen2605_b1.csv
55,0.055,97.647,1,195,45.123,22.623,phen2605_b1.csv
56,0.045,80.214,0,209,17.588,23.006,phen2605_b1.csv
57,0.065,94.200,0,217,26.783,23.235,phen2605_b1.csv
58,0.058,111.167,0,224,25.079,23.597,phen2605_b1.csv
59,0.062,111.368,0,209,34.626,24.081,phen2605_b1.csv
60,0.062,102.421,0,219,12.112,24.186,phen2605_b1.csv
61,0.052,86.438,0,215,22.279,24.213,phen2605_b1.csv
62,0.055,102.529,1,207,28.835,26.321,phen2605_b1.csv
63,0.058,81.111,0,225,17.099,27.615,phen2605_b1.csv
64,0.068,106.000,0,226,41.910,27.973,phen2605_b1.csv
65,0.071,124.227,0,226,32.727,28.377,phen2605_b1.csv
66,0.062,93.842,0,225,17.188,36.197,phen2605_b1.csv
67,0.084,126.077,0,226,31.451,60.215,phen2605_b1.csv
68,0.058,110.611,0,214,25.506,64.416,phen2605_b1.csv
69,0.075,112.957,0,225,34.645,74.709,phen2605_b1.csv
70,0.052,97.562,0,221,28.178,74.737,phen2605_b1.csv
1,0.018,75.429,17,126,13.048,1.499,phen2605_b2.csv
2,0.020,28.250,6,91,32.231,3.128,phen2605_b2.csv
3,0.018,37.714,6,97,23.044,3.377,phen2605_b2.csv
4,0.028,54.909,7,124,25.773,5.233,phen2605_b2.csv
5,0.015,85.333,47,122,45.225,5.865,phen2605_b2.csv
6,0.015,36.500,9,111,22.465,6.227,phen2605_b2.csv
7,0.041,20.688,2,119,44.052,6.380,phen2605_b2.csv
8,0.041,33.750,0,109,44.684,6.471,phen2605_b2.csv
9,0.026,66.400,4,118,14.864,7.230,phen2605_b2.csv
10,0.015,54.333,6,132,12.370,8.536,phen2605_b2.csv
11,0.023,17.556,1,77,35.703,9.092,phen2605_b2.csv
12,0.013,99.600,54,118,2.553,9.247,phen2605_b2.csv
13,0.023,42.222,3,128,19.530,9.244,phen2605_b2.csv
14,0.023,64.444,23,118,14.036,9.615,phen2605_b2.csv
15,0.028,52.818,1,120,10.059,9.668,phen2605_b2.csv
16,0.020,12.000,1,55,27.061,12.975,phen2605_b2.csv
17,0.028,44.727,2,130,18.893,13.322,phen2605_b2.csv
18,0.031,47.000,0,134,28.060,13.272,phen2605_b2.csv
19,0.026,40.200,0,128,10.804,13.747,phen2605_b2.csv
20,0.026,38.700,5,124,25.861,13.838,phen2605_b2.csv
21,0.038,41.200,0,133,40.698,14.394,phen2605_b2.csv
22,0.020,89.500,40,129,8.633,14.883,phen2605_b2.csv
23,0.023,51.556,9,133,29.057,15.007,phen2605_b2.csv
24,0.020,33.250,9,77,12.393,15.142,phen2605_b2.csv
25,0.026,34.300,8,126,9.262,15.446,phen2605_b2.csv
26,0.026,52.100,6,129,9.854,15.461,phen2605_b2.csv
27,0.023,23.333,2,130,13.614,15.519,phen2605_b2.csv
28,0.023,7.444,1,40,23.355,16.474,phen2605_b2.csv
29,0.020,64.750,21,134,8.045,16.842,phen2605_b2.csv
30,0.026,57.800,3,133,9.495,17.160,phen2605_b2.csv
31,0.092,27.056,0,100,44.848,17.277,phen2605_b2.csv
32,0.020,37.000,3,128,14.801,17.310,phen2605_b2.csv
33,0.020,38.875,5,131,19.566,17.367,phen2605_b2.csv
34,0.018,32.714,1,108,22.415,17.648,phen2605_b2.csv
35,0.026,29.800,1,92,28.651,18.009,phen2605_b2.csv
36,0.041,27.188,3,133,44.359,18.122,phen2605_b2.csv
37,0.038,33.133,1,125,36.758,18.186,phen2605_b2.csv
38,0.023,40.000,5,122,36.107,18.198,phen2605_b2.csv
39,0.026,46.400,0,134,16.492,18.272,phen2605_b2.csv
40,0.023,20.333,1,117,7.901,18.445,phen2605_b2.csv
41,0.023,25.333,0,117,4.508,18.597,phen2605_b2.csv
42,0.026,50.600,2,132,22.382,18.686,phen2605_b2.csv
43,0.031,39.917,1,129,23.029,18.972,phen2605_b2.csv
44,0.043,16.235,0,114,43.711,19.136,phen2605_b2.csv
45,0.018,78.286,17,131,7.732,19.534,phen2605_b2.csv
46,0.023,55.556,1,106,20.597,19.580,phen2605_b2.csv
47,0.033,33.769,1,133,35.128,19.786,phen2605_b2.csv
48,0.023,65.556,4,129,16.805,19.934,phen2605_b2.csv
49,0.043,16.824,0,121,43.431,20.153,phen2605_b2.csv
50,0.026,48.500,5,132,30.734,20.532,phen2605_b2.csv
51,0.028,23.818,1,132,23.415,20.943,phen2605_b2.csv
52,0.031,35.000,1,111,19.039,21.095,phen2605_b2.csv
53,0.020,42.000,5,129,15.629,21.481,phen2605_b2.csv
54,0.026,20.600,5,65,21.765,21.523,phen2605_b2.csv
55,0.031,33.833,3,101,34.734,21.778,phen2605_b2.csv
56,0.031,67.750,1,129,32.488,22.006,phen2605_b2.csv
57,0.033,28.846,0,131,39.819,22.088,phen2605_b2.csv
58,0.026,39.700,9,118,18.975,22.898,phen2605_b2.csv
59,0.023,39.889,1,122,16.569,23.316,phen2605_b2.csv
60,0.020,57.000,8,133,13.619,23.491,phen2605_b2.csv
61,0.020,39.375,2,130,7.862,23.611,phen2605_b2.csv
62,0.023,31.333,4,92,21.024,23.788,phen2605_b2.csv
63,0.041,7.938,0,79,38.437,23.794,phen2605_b2.csv
64,0.046,15.944,0,133,39.506,23.869,phen2605_b2.csv
65,0.026,19.300,2,54,28.869,23.864,phen2605_b2.csv
66,0.023,22.222,0,119,15.912,24.035,phen2605_b2.csv
67,0.036,47.357,3,131,32.895,24.087,phen2605_b2.csv
68,0.033,31.615,0,134,28.567,24.274,phen2605_b2.csv
69,0.015,36.167,4,113,3.885,24.445,phen2605_b2.csv
70,0.020,37.250,7,115,18.511,24.666,phen2605_b2.csv
71,0.031,30.333,2,116,7.950,25.187,phen2605_b2.csv
72,0.020,4.500,0,15,26.512,25.595,phen2605_b2.csv
73,0.023,47.000,4,133,6.508,26.007,phen2605_b2.csv
74,0.028,30.455,3,111,15.721,27.603,phen2605_b2.csv
75,0.026,29.900,2,134,15.526,27.676,phen2605_b2.csv
76,0.023,37.778,15,114,7.733,29.765,phen2605_b2.csv
77,0.041,52.750,3,134,27.605,33.849,phen2605_b2.csv
78,0.018,21.714,3,79,5.933,40.703,phen2605_b2.csv
79,0.092,255.000,255,255,44.747,16.165,phen2605_b2.csv
1,0.024,42.545,4,121,41.478,3.156,phen2705_b1.csv
2,0.028,44.231,4,104,11.751,5.325,phen2705_b1.csv
3,0.024,63.182,18,123,24.734,5.391,phen2705_b1.csv
4,0.030,51.571,11,111,8.778,6.846,phen2705_b1.csv
5,0.033,46.600,4,115,4.149,7.474,phen2705_b1.csv
6,0.033,69.467,22,124,43.702,7.735,phen2705_b1.csv
7,0.035,45.312,4,109,6.546,7.853,phen2705_b1.csv
8,0.020,79.222,30,121,41.330,8.685,phen2705_b1.csv
9,0.028,56.231,20,99,16.269,8.918,phen2705_b1.csv
10,0.026,41.000,2,112,7.451,11.037,phen2705_b1.csv
11,0.026,49.083,11,123,37.864,11.118,phen2705_b1.csv
12,0.030,48.786,5,124,22.406,12.211,phen2705_b1.csv
13,0.024,66.545,35,116,7.792,12.377,phen2705_b1.csv
14,0.024,49.545,17,94,7.944,12.766,phen2705_b1.csv
15,0.030,63.857,11,122,7.025,12.953,phen2705_b1.csv
16,0.026,37.583,2,100,22.679,13.225,phen2705_b1.csv
17,0.033,67.467,23,108,36.496,13.954,phen2705_b1.csv
18,0.028,56.692,14,116,3.136,14.689,phen2705_b1.csv
19,0.033,52.733,8,114,3.209,15.118,phen2705_b1.csv
20,0.024,36.273,2,98,14.510,15.251,phen2705_b1.csv
21,0.028,63.000,6,121,7.388,15.559,phen2705_b1.csv
22,0.030,48.286,7,109,36.290,15.727,phen2705_b1.csv
23,0.022,46.600,20,94,35.183,16.299,phen2705_b1.csv
24,0.028,51.308,6,96,7.195,16.509,phen2705_b1.csv
25,0.039,58.611,20,116,16.625,16.648,phen2705_b1.csv
26,0.028,57.154,20,119,8.080,16.648,phen2705_b1.csv
27,0.030,62.000,21,124,38.516,16.991,phen2705_b1.csv
28,0.024,73.091,19,124,7.830,17.067,phen2705_b1.csv
29,0.035,54.188,1,125,34.586,17.131,phen2705_b1.csv
30,0.028,60.923,7,109,9.101,17.375,phen2705_b1.csv
31,0.028,43.923,4,109,23.802,17.615,phen2705_b1.csv
32,0.069,47.469,4,125,12.176,17.852,phen2705_b1.csv
33,0.063,33.862,0,123,12.737,17.906,phen2705_b1.csv
34,0.030,34.643,9,92,17.992,17.995,phen2705_b1.csv
35,0.035,55.625,9,124,3.522,18.438,phen2705_b1.csv
36,0.033,53.733,6,121,19.293,18.483,phen2705_b1.csv
37,0.030,53.571,5,125,26.458,18.574,phen2705_b1.csv
38,0.030,36.857,3,103,32.255,18.594,phen2705_b1.csv
39,0.035,63.938,18,108,2.826,18.604,phen2705_b1.csv
40,0.028,41.846,2,113,14.646,18.679,phen2705_b1.csv
41,0.020,26.111,5,84,30.759,18.884,phen2705_b1.csv
42,0.033,43.000,4,113,4.441,19.160,phen2705_b1.csv
43,0.106,30.694,0,116,20.859,19.240,phen2705_b1.csv
44,0.065,38.333,2,116,20.360,19.261,phen2705_b1.csv
45,0.039,60.111,8,111,23.965,19.204,phen2705_b1.csv
46,0.033,49.267,2,124,30.296,19.172,phen2705_b1.csv
47,0.030,58.857,10,100,40.631,19.931,phen2705_b1.csv
48,0.028,56.154,4,119,25.987,20.195,phen2705_b1.csv
49,0.037,46.235,7,116,31.156,20.297,phen2705_b1.csv
50,0.028,46.846,2,90,29.036,20.420,phen2705_b1.csv
51,0.026,73.750,22,125,26.792,20.603,phen2705_b1.csv
52,0.030,45.357,8,103,41.103,20.603,phen2705_b1.csv
53,0.024,53.182,6,96,42.553,20.649,phen2705_b1.csv
54,0.037,43.118,5,118,27.376,20.823,phen2705_b1.csv
55,0.037,54.235,2,120,22.472,20.894,phen2705_b1.csv
56,0.030,40.500,2,97,13.179,20.949,phen2705_b1.csv
57,0.030,70.571,29,120,4.687,21.122,phen2705_b1.csv
58,0.030,49.571,5,122,32.006,21.142,phen2705_b1.csv
59,0.030,58.714,5,122,9.380,21.232,phen2705_b1.csv
60,0.030,72.143,20,122,6.456,21.960,phen2705_b1.csv
61,0.030,33.143,4,102,34.028,22.007,phen2705_b1.csv
62,0.035,44.312,4,106,19.288,22.533,phen2705_b1.csv
63,0.037,50.647,7,124,6.863,22.793,phen2705_b1.csv
64,0.030,41.714,8,117,39.161,22.759,phen2705_b1.csv
65,0.037,64.824,14,117,38.105,22.938,phen2705_b1.csv
66,0.035,49.312,7,110,23.951,23.127,phen2705_b1.csv
67,0.026,46.083,2,124,35.206,23.168,phen2705_b1.csv
68,0.033,52.400,4,117,37.446,23.503,phen2705_b1.csv
69,0.028,28.923,2,87,41.609,24.006,phen2705_b1.csv
70,0.026,51.667,17,125,21.604,24.375,phen2705_b1.csv
71,0.039,48.611,2,109,32.445,24.800,phen2705_b1.csv
72,0.026,40.083,1,107,9.127,24.868,phen2705_b1.csv
73,0.037,55.118,4,101,33.772,24.938,phen2705_b1.csv
74,0.028,61.538,35,108,42.720,24.905,phen2705_b1.csv
75,0.037,52.706,4,123,7.745,25.159,phen2705_b1.csv
76,0.035,56.625,7,118,15.982,25.421,phen2705_b1.csv
77,0.030,44.429,7,89,39.613,25.353,phen2705_b1.csv
78,0.037,55.706,3,120,12.238,25.809,phen2705_b1.csv
79,0.033,42.200,1,116,34.686,25.816,phen2705_b1.csv
80,0.033,40.200,2,123,23.575,25.978,phen2705_b1.csv
81,0.033,42.267,4,116,12.600,25.990,phen2705_b1.csv
82,0.037,62.824,5,123,10.049,26.217,phen2705_b1.csv
83,0.033,173.133,6,254,44.363,26.220,phen2705_b1.csv
84,0.033,36.800,4,116,19.598,26.331,phen2705_b1.csv
85,0.026,37.750,2,89,7.397,27.270,phen2705_b1.csv
86,0.035,50.562,2,119,34.135,27.592,phen2705_b1.csv
87,0.028,30.385,2,89,24.572,28.344,phen2705_b1.csv
88,0.033,41.133,1,95,34.469,28.498,phen2705_b1.csv
89,0.035,33.625,1,123,25.031,28.794,phen2705_b1.csv
90,0.039,45.056,3,118,14.317,29.149,phen2705_b1.csv
91,0.041,39.263,2,119,16.754,32.634,phen2705_b1.csv
92,0.037,47.765,0,118,24.757,33.391,phen2705_b1.csv
93,0.035,39.625,2,96,32.921,35.951,phen2705_b1.csv
94,0.035,38.812,0,111,37.080,42.162,phen2705_b1.csv
95,0.035,52.812,5,124,19.390,73.078,phen2705_b1.csv
96,0.028,255.000,255,255,44.396,23.881,phen2705_b1.csv
1,0.009,79.667,47,137,44.990,2.784,phen2705_b2.csv
2,0.034,25.917,0,158,5.358,3.010,phen2705_b2.csv
3,0.026,18.000,0,127,7.627,3.056,phen2705_b2.csv
4,0.063,15.045,0,140,44.074,6.342,phen2705_b2.csv
5,0.037,12.538,0,111,12.673,6.857,phen2705_b2.csv
6,0.040,4.929,0,44,23.394,8.553,phen2705_b2.csv
7,0.028,5.700,0,27,2.748,9.658,phen2705_b2.csv
8,0.046,7.562,0,37,18.302,9.951,phen2705_b2.csv
9,0.043,23.133,0,121,11.061,10.915,phen2705_b2.csv
10,0.051,8.778,0,47,20.421,12.130,phen2705_b2.csv
11,0.043,28.733,0,154,13.171,12.858,phen2705_b2.csv
12,0.046,10.875,0,113,20.206,13.079,phen2705_b2.csv
13,0.051,11.389,0,103,29.765,14.095,phen2705_b2.csv
14,0.046,12.000,0,66,15.474,15.180,phen2705_b2.csv
15,0.043,23.333,0,110,10.986,15.198,phen2705_b2.csv
16,0.040,38.071,0,148,19.217,15.291,phen2705_b2.csv
17,0.057,24.400,0,119,28.859,15.343,phen2705_b2.csv
18,0.040,22.571,0,154,20.394,15.512,phen2705_b2.csv
19,0.057,15.400,0,139,36.924,16.029,phen2705_b2.csv
20,0.060,20.000,0,118,31.546,16.095,phen2705_b2.csv
21,0.057,15.050,0,158,35.675,16.504,phen2705_b2.csv
22,0.051,10.389,0,63,33.755,16.929,phen2705_b2.csv
23,0.031,60.636,1,152,23.577,17.014,phen2705_b2.csv
24,0.048,21.941,0,91,14.750,17.145,phen2705_b2.csv
25,0.037,13.000,0,79,20.180,17.105,phen2705_b2.csv
26,0.043,23.733,0,147,43.172,17.293,phen2705_b2.csv
27,0.048,14.118,0,147,27.946,17.585,phen2705_b2.csv
28,0.046,13.562,0,68,31.381,17.778,phen2705_b2.csv
29,0.057,16.050,0,81,32.911,17.840,phen2705_b2.csv
30,0.046,16.250,0,159,12.573,17.875,phen2705_b2.csv
31,0.034,24.000,0,140,4.313,17.937,phen2705_b2.csv
32,0.051,9.167,0,80,22.405,18.017,phen2705_b2.csv
33,0.051,24.333,0,155,28.333,18.083,phen2705_b2.csv
34,0.057,22.600,0,130,35.366,18.048,phen2705_b2.csv
35,0.046,13.188,0,133,11.018,18.532,phen2705_b2.csv
36,0.048,10.765,0,88,13.002,18.470,phen2705_b2.csv
37,0.046,12.688,0,81,36.887,18.542,phen2705_b2.csv
38,0.048,19.294,0,158,17.745,18.790,phen2705_b2.csv
39,0.046,18.312,0,141,4.349,19.102,phen2705_b2.csv
40,0.048,18.588,0,132,16.122,19.757,phen2705_b2.csv
41,0.063,15.727,0,85,21.402,19.995,phen2705_b2.csv
42,0.060,15.571,0,145,37.416,20.023,phen2705_b2.csv
43,0.048,7.235,0,78,45.077,19.998,phen2705_b2.csv
44,0.054,15.368,0,133,24.937,20.199,phen2705_b2.csv
45,0.046,20.375,2,156,5.869,20.396,phen2705_b2.csv
46,0.046,14.688,0,129,37.388,20.433,phen2705_b2.csv
47,0.028,27.700,0,132,11.002,20.468,phen2705_b2.csv
48,0.051,12.444,0,120,15.290,20.632,phen2705_b2.csv
49,0.003,142.000,142,142,15.127,20.516,phen2705_b2.csv
50,0.051,6.667,0,91,33.746,20.667,phen2705_b2.csv
51,0.046,2.188,0,12,16.558,20.846,phen2705_b2.csv
52,0.054,19.105,0,84,21.291,20.870,phen2705_b2.csv
53,0.060,7.905,0,67,41.593,21.111,phen2705_b2.csv
54,0.037,16.538,0,89,45.915,21.744,phen2705_b2.csv
55,0.054,7.632,0,39,34.976,21.797,phen2705_b2.csv
56,0.046,24.562,0,130,46.132,21.874,phen2705_b2.csv
57,0.051,23.944,0,157,21.738,22.001,phen2705_b2.csv
58,0.054,20.158,0,132,19.458,22.019,phen2705_b2.csv
59,0.065,13.652,0,151,28.576,22.066,phen2705_b2.csv
60,0.065,15.304,0,124,43.906,22.205,phen2705_b2.csv
61,0.048,9.765,0,80,14.562,22.359,phen2705_b2.csv
62,0.051,11.000,0,153,39.186,22.535,phen2705_b2.csv
63,0.054,18.053,0,157,27.102,22.594,phen2705_b2.csv
64,0.111,11.692,0,127,24.443,22.696,phen2705_b2.csv
65,0.054,23.474,0,149,33.190,22.631,phen2705_b2.csv
66,0.065,24.696,0,122,20.495,22.683,phen2705_b2.csv
67,0.054,6.895,0,53,33.735,22.659,phen2705_b2.csv
68,0.054,21.368,0,151,41.711,22.684,phen2705_b2.csv
69,0.054,15.368,0,136,25.102,22.926,phen2705_b2.csv
70,0.057,19.050,0,106,28.910,23.136,phen2705_b2.csv
71,0.065,21.130,0,143,40.612,23.180,phen2705_b2.csv
72,0.037,7.923,0,79,17.635,23.611,phen2705_b2.csv
73,0.040,16.357,1,52,7.939,23.691,phen2705_b2.csv
74,0.048,23.235,0,104,9.007,23.809,phen2705_b2.csv
75,0.077,28.111,0,137,28.979,23.823,phen2705_b2.csv
76,0.043,15.267,0,136,17.201,24.355,phen2705_b2.csv
77,0.063,20.909,0,155,21.513,24.297,phen2705_b2.csv
78,0.068,17.167,0,158,41.831,24.329,phen2705_b2.csv
79,0.057,30.500,0,136,6.352,24.932,phen2705_b2.csv
80,0.046,22.688,0,133,15.894,24.988,phen2705_b2.csv
81,0.063,12.273,0,109,37.387,25.202,phen2705_b2.csv
82,0.051,16.167,0,102,13.927,25.366,phen2705_b2.csv
83,0.051,6.944,0,74,5.256,25.526,phen2705_b2.csv
84,0.048,6.412,0,76,23.074,25.981,phen2705_b2.csv
85,0.054,13.421,0,102,39.279,25.984,phen2705_b2.csv
86,0.046,8.688,0,87,8.704,26.182,phen2705_b2.csv
87,0.040,22.857,0,100,3.876,26.938,phen2705_b2.csv
88,0.037,15.846,0,117,9.923,26.911,phen2705_b2.csv
89,0.054,15.053,0,144,32.716,27.051,phen2705_b2.csv
90,0.063,19.818,0,144,6.296,27.213,phen2705_b2.csv
91,0.060,9.714,0,90,18.123,27.514,phen2705_b2.csv
92,0.054,10.842,0,126,24.518,27.560,phen2705_b2.csv
93,0.051,5.333,0,43,30.139,27.690,phen2705_b2.csv
94,0.122,13.860,0,83,40.645,28.309,phen2705_b2.csv
95,0.077,14.667,0,148,45.850,28.307,phen2705_b2.csv
96,0.068,14.750,0,137,43.934,28.911,phen2705_b2.csv
97,0.060,19.333,0,145,8.612,29.359,phen2705_b2.csv
98,0.057,8.150,0,111,25.401,29.398,phen2705_b2.csv
99,0.054,23.158,0,149,20.314,29.590,phen2705_b2.csv
100,0.057,15.050,0,135,30.905,29.787,phen2705_b2.csv
101,0.054,13.000,0,90,36.493,30.640,phen2705_b2.csv
102,0.065,32.652,0,142,38.781,31.503,phen2705_b2.csv
103,0.051,5.667,0,38,6.536,32.015,phen2705_b2.csv
104,0.046,9.625,0,76,13.436,31.965,phen2705_b2.csv
105,0.065,9.870,0,98,25.386,32.559,phen2705_b2.csv
106,0.051,27.667,0,159,29.543,32.614,phen2705_b2.csv
107,0.051,7.722,0,66,33.109,33.776,phen2705_b2.csv
108,0.063,43.227,0,151,31.889,33.929,phen2705_b2.csv
109,0.063,18.136,0,156,39.927,34.237,phen2705_b2.csv
110,0.054,10.579,0,82,34.106,34.990,phen2705_b2.csv
111,0.043,7.067,0,33,9.283,35.382,phen2705_b2.csv
112,0.060,11.000,0,82,36.099,40.785,phen2705_b2.csv
113,0.037,12.692,0,118,7.382,43.793,phen2705_b2.csv
114,0.014,65.200,10,117,0.283,50.653,phen2705_b2.csv
115,0.026,106.000,55,160,42.138,51.031,phen2705_b2.csv
116,0.111,60.179,0,158,19.991,79.614,phen2705_b2.csv
